latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
13.99807,101.53144,332.63,0.56,0.52,2023-02-23,0658,1,VIIRS,l,2.0NRT,304.78,2.94,D
14.1319,102.67644,346.54,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.15,6.1,D
14.13222,102.67928,353.15,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.12,14.5,D
13.70255,99.18826,341.54,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.82,8.87,D
14.12648,102.67462,349.47,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.94,6.1,D
14.12683,102.67768,367,0.34,0.56,2023-02-23,0658,1,VIIRS,h,2.0NRT,305.41,6.1,D
13.69802,99.18489,342.25,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,309.3,22.2,D
13.69854,99.189,335.56,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.76,22.2,D
13.69666,99.18283,332.48,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.09,10.67,D
13.69722,99.18688,352.76,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,306.87,23.85,D
14.13455,102.67608,340.31,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.96,3.05,D
14.13488,102.67879,347.02,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.07,3.05,D
14.12953,102.67758,350.96,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.86,6.33,D
14.12405,102.67538,347.78,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.27,7.17,D
